Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.4715      0.2650         2.3079      2.5195      
2     0.7512      0.6643         1.2253      1.3735      
3     0.8545      0.8673         0.8742      0.8204      
4     0.9083      0.9160         0.6992      0.6976      
5     0.9332      0.8923         0.6027      0.7671      
6     0.9575      0.9380         0.5192      0.6075      
7     0.9668      0.9330         0.4825      0.6074      
8     0.9567      0.9300         0.5045      0.6172      
9     0.9726      0.9207         0.4395      0.6333      
10    0.9790      0.9373         0.4121      0.5937      
11    0.9835      0.9483         0.3826      0.5264      
12    0.9793      0.9337         0.3858      0.5582      
13    0.9782      0.9370         0.3732      0.5396      
14    0.9884      0.9553         0.3283      0.4596      
15    0.9864      0.9417         0.3205      0.5054      
16    0.9934      0.9553         0.2894      0.4362      
17    0.9878      0.9537         0.2910      0.4311      
18    0.9869      0.9613         0.2829      0.4011      
19    0.9897      0.9437         0.2621      0.4627      
20    0.9909      0.9517         0.2465      0.4352      
21    0.9837      0.9177         0.2586      0.5846      
22    0.9889      0.9440         0.2367      0.4253      
23    0.9957      0.9677         0.2070      0.3359      
24    0.9969      0.9710         0.1960      0.3146      
25    0.9965      0.9687         0.1895      0.3072      
26    0.9986      0.9733         0.1789      0.3071      
27    0.9990      0.9730         0.1708      0.2953      
28    0.9987      0.9703         0.1652      0.3089      
29    0.9979      0.9713         0.1616      0.2920      
30    0.9991      0.9727         0.1520      0.2632      
31    0.9989      0.9723         0.1450      0.2762      
32    0.9974      0.9593         0.1431      0.3053      
33    0.9978      0.9620         0.1365      0.3025      
34    0.9981      0.9680         0.1302      0.2831      
35    0.9987      0.9753         0.1244      0.2470      
36    0.9990      0.9723         0.1206      0.2521      
37    0.9987      0.9693         0.1187      0.2549      
38    0.9994      0.9737         0.1131      0.2418      
39    0.9983      0.9700         0.1152      0.2532      
40    0.9995      0.9717         0.1085      0.2403      
41    0.9988      0.9723         0.1057      0.2445      
42    0.9977      0.9673         0.1075      0.2498      
43    0.9983      0.9717         0.1028      0.2360      
44    0.9984      0.9720         0.1018      0.2372      
45    0.9985      0.9713         0.0996      0.2236      
46    0.9996      0.9727         0.0925      0.2209      
47    0.9997      0.9747         0.0896      0.2018      
48    0.9997      0.9730         0.0870      0.2058      
49    0.9997      0.9760         0.0846      0.2002      
50    0.9995      0.9720         0.0824      0.2214      
