Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.2269      0.3700         2.5656      1.8987      
2     0.4588      0.5140         1.6652      1.5015      
3     0.5755      0.6007         1.3119      1.2276      
4     0.6497      0.6427         1.0820      1.0733      
5     0.7091      0.6873         0.9100      0.9299      
6     0.7553      0.7200         0.7745      0.8540      
7     0.7867      0.7673         0.6696      0.7232      
8     0.8129      0.7733         0.5881      0.6951      
9     0.8376      0.7857         0.5159      0.6439      
10    0.8509      0.8203         0.4677      0.5821      
11    0.8713      0.8287         0.4113      0.5252      
12    0.8816      0.8410         0.3758      0.5077      
13    0.8967      0.8490         0.3351      0.4869      
14    0.9057      0.8523         0.3055      0.4587      
15    0.9158      0.8737         0.2711      0.4107      
16    0.9269      0.8667         0.2442      0.4280      
17    0.9345      0.8803         0.2181      0.3902      
18    0.9405      0.8793         0.2017      0.3826      
19    0.9466      0.8900         0.1837      0.3657      
20    0.9571      0.9003         0.1569      0.3370      
21    0.9579      0.8903         0.1513      0.3576      
22    0.9635      0.9070         0.1327      0.3148      
23    0.9708      0.8960         0.1171      0.3601      
24    0.9727      0.9037         0.1074      0.3235      
25    0.9755      0.9173         0.0973      0.2961      
26    0.9803      0.9110         0.0850      0.3018      
27    0.9809      0.9280         0.0790      0.2745      
28    0.9826      0.9217         0.0722      0.2892      
29    0.9851      0.9157         0.0659      0.3100      
30    0.9827      0.9257         0.0697      0.2703      
31    0.9922      0.9267         0.0470      0.2713      
32    0.9920      0.9237         0.0442      0.2840      
33    0.9941      0.9267         0.0383      0.2708      
34    0.9951      0.9320         0.0342      0.2654      
35    0.9963      0.9317         0.0305      0.2594      
36    0.9943      0.9303         0.0325      0.2621      
37    0.9959      0.9340         0.0275      0.2640      
38    0.9978      0.9270         0.0215      0.2894      
39    0.9981      0.9260         0.0198      0.2913      
40    0.9993      0.9383         0.0131      0.2415      
41    0.9995      0.9413         0.0115      0.2400      
42    0.9998      0.9390         0.0102      0.2384      
43    0.9999      0.9403         0.0096      0.2452      
44    1.0000      0.9403         0.0092      0.2380      
45    0.9999      0.9377         0.0087      0.2506      
46    0.9999      0.9410         0.0086      0.2505      
47    1.0000      0.9430         0.0077      0.2412      
48    1.0000      0.9423         0.0072      0.2434      
49    1.0000      0.9440         0.0064      0.2395      
