Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.6051      0.2290         1.3677      2.5545      
2     0.8593      0.5337         0.5488      1.3985      
3     0.9287      0.8523         0.3288      0.5527      
4     0.9549      0.9210         0.2416      0.3628      
5     0.9675      0.9093         0.1980      0.3867      
6     0.9770      0.9403         0.1600      0.2814      
7     0.9787      0.9300         0.1539      0.3132      
8     0.9871      0.9437         0.1228      0.2737      
9     0.9799      0.9537         0.1402      0.2355      
10    0.9911      0.9523         0.1035      0.2448      
11    0.9854      0.9527         0.1145      0.2247      
12    0.9919      0.9550         0.0903      0.2270      
13    0.9931      0.9477         0.0838      0.2275      
14    0.9794      0.8697         0.1255      0.5859      
15    0.9856      0.8223         0.1022      0.7772      
16    0.9959      0.9673         0.0675      0.1578      
17    0.9996      0.9647         0.0556      0.1822      
18    0.9983      0.9733         0.0577      0.1423      
19    0.9996      0.9750         0.0499      0.1310      
20    0.9986      0.9777         0.0503      0.1347      
21    0.9993      0.9710         0.0456      0.1619      
22    0.9999      0.9783         0.0416      0.1230      
23    0.9999      0.9750         0.0391      0.1308      
24    0.9967      0.9680         0.0475      0.1461      
25    0.9993      0.9777         0.0382      0.1175      
26    0.9955      0.9620         0.0481      0.1949      
27    0.9969      0.9730         0.0412      0.1414      
28    0.9990      0.9697         0.0330      0.1609      
29    0.9944      0.9193         0.0479      0.3702      
30    0.9974      0.9747         0.0365      0.1190      
31    0.9994      0.9790         0.0297      0.1109      
32    0.9991      0.9763         0.0290      0.1135      
33    0.9998      0.9790         0.0265      0.1092      
34    0.9995      0.9787         0.0258      0.1086      
35    0.9999      0.9793         0.0238      0.1014      
36    0.9999      0.9787         0.0229      0.1032      
37    1.0000      0.9800         0.0216      0.1010      
38    1.0000      0.9807         0.0207      0.1001      
39    1.0000      0.9817         0.0196      0.0979      
40    0.9999      0.9803         0.0187      0.0982      
41    0.9998      0.9743         0.0179      0.1057      
42    0.9999      0.9807         0.0168      0.1023      
43    0.9982      0.9757         0.0215      0.1225      
44    0.9991      0.9787         0.0193      0.1067      
45    0.9999      0.9800         0.0159      0.1006      
46    0.9992      0.9757         0.0190      0.1139      
47    1.0000      0.9780         0.0150      0.1036      
