Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.3713      0.6100         2.3314      1.1476      
2     0.7054      0.7883         0.8984      0.6863      
3     0.8277      0.8157         0.5481      0.5953      
4     0.8763      0.8297         0.3981      0.5760      
5     0.9063      0.9040         0.3047      0.3347      
6     0.9343      0.8880         0.2212      0.4064      
7     0.9396      0.8987         0.2028      0.3739      
8     0.9555      0.9323         0.1577      0.2671      
9     0.9598      0.9263         0.1449      0.2911      
10    0.9669      0.9237         0.1173      0.3298      
11    0.9645      0.9200         0.1256      0.3299      
12    0.9789      0.9280         0.0847      0.2857      
13    0.9929      0.9497         0.0431      0.2353      
14    0.9977      0.9537         0.0282      0.2173      
15    0.9993      0.9557         0.0224      0.2322      
16    0.9998      0.9577         0.0211      0.2315      
17    0.9993      0.9530         0.0219      0.2799      
18    0.9991      0.9563         0.0221      0.2527      
19    0.9995      0.9580         0.0199      0.2479      
20    0.9999      0.9593         0.0195      0.2444      
21    1.0000      0.9583         0.0186      0.2486      
22    0.9999      0.9587         0.0184      0.2541      
