Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.5481      0.5090         1.4979      1.6561      
2     0.7869      0.6690         0.7198      1.2504      
3     0.8595      0.7557         0.5013      1.0063      
4     0.9060      0.7993         0.3633      0.7944      
5     0.9342      0.6733         0.2628      1.3633      
6     0.9489      0.8287         0.2169      0.6720      
7     0.9623      0.9077         0.1697      0.3716      
8     0.9584      0.8947         0.1777      0.4407      
9     0.9732      0.8270         0.1343      0.7356      
10    0.9792      0.8913         0.1095      0.4714      
11    0.9852      0.8497         0.0908      0.6303      
12    0.9909      0.9587         0.0695      0.2006      
13    0.9989      0.9620         0.0463      0.1864      
14    0.9996      0.9627         0.0432      0.2001      
15    0.9997      0.9620         0.0399      0.1847      
16    0.9999      0.9647         0.0371      0.1843      
17    0.9999      0.9650         0.0353      0.1785      
18    1.0000      0.9637         0.0333      0.1773      
19    1.0000      0.9643         0.0315      0.1747      
20    1.0000      0.9647         0.0299      0.1802      
21    1.0000      0.9637         0.0285      0.1745      
22    1.0000      0.9623         0.0267      0.1781      
23    1.0000      0.9627         0.0255      0.1794      
24    1.0000      0.9627         0.0245      0.1778      
25    1.0000      0.9617         0.0225      0.1822      
26    1.0000      0.9647         0.0213      0.1680      
27    1.0000      0.9640         0.0205      0.1688      
28    1.0000      0.9647         0.0198      0.1692      
29    1.0000      0.9647         0.0190      0.1671      
30    1.0000      0.9660         0.0182      0.1654      
31    1.0000      0.9663         0.0175      0.1679      
32    1.0000      0.9647         0.0167      0.1690      
33    1.0000      0.9673         0.0160      0.1648      
34    1.0000      0.9650         0.0154      0.1688      
35    1.0000      0.9660         0.0145      0.1674      
36    1.0000      0.9663         0.0137      0.1651      
37    1.0000      0.9677         0.0130      0.1647      
38    1.0000      0.9657         0.0123      0.1638      
39    1.0000      0.9667         0.0120      0.1652      
40    1.0000      0.9670         0.0115      0.1661      
41    1.0000      0.9663         0.0112      0.1654      
42    0.9999      0.9653         0.0111      0.1687      
43    1.0000      0.9657         0.0105      0.1665      
44    1.0000      0.9667         0.0103      0.1654      
45    1.0000      0.9677         0.0101      0.1658      
46    1.0000      0.9653         0.0099      0.1642      
