Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.2034      0.3347         2.9285      2.0430      
2     0.3944      0.4393         1.8500      1.7518      
3     0.5058      0.5413         1.5314      1.4808      
4     0.5977      0.6093         1.2696      1.2326      
5     0.6571      0.6580         1.0795      1.0908      
6     0.7101      0.6910         0.9215      0.9620      
7     0.7509      0.7257         0.7971      0.8628      
8     0.7770      0.7613         0.7029      0.7693      
9     0.7984      0.7717         0.6295      0.7406      
10    0.8180      0.7863         0.5655      0.6754      
11    0.8380      0.7977         0.5024      0.6370      
12    0.8581      0.8087         0.4484      0.5981      
13    0.8697      0.8250         0.4135      0.5389      
14    0.8858      0.8317         0.3753      0.5401      
15    0.8941      0.8440         0.3429      0.4949      
16    0.9075      0.8373         0.3061      0.5329      
17    0.9161      0.8620         0.2798      0.4383      
18    0.9281      0.8603         0.2492      0.4521      
19    0.9308      0.8593         0.2332      0.4467      
20    0.9373      0.8737         0.2160      0.4341      
21    0.9434      0.8810         0.1960      0.3818      
22    0.9479      0.8800         0.1790      0.3913      
23    0.9544      0.8883         0.1618      0.3820      
24    0.9570      0.8837         0.1513      0.3725      
25    0.9628      0.8707         0.1370      0.4087      
26    0.9617      0.8900         0.1324      0.3840      
27    0.9691      0.8960         0.1128      0.3571      
28    0.9739      0.9007         0.1006      0.3411      
29    0.9748      0.9070         0.0959      0.3354      
30    0.9788      0.8957         0.0875      0.3473      
31    0.9819      0.9030         0.0754      0.3417      
32    0.9797      0.9087         0.0787      0.3293      
33    0.9848      0.9113         0.0682      0.3493      
34    0.9861      0.9140         0.0621      0.3396      
35    0.9882      0.9177         0.0558      0.3249      
36    0.9921      0.9100         0.0452      0.3308      
37    0.9929      0.9153         0.0419      0.3399      
38    0.9936      0.9193         0.0383      0.3196      
39    0.9943      0.9180         0.0332      0.3315      
40    0.9966      0.9230         0.0287      0.3168      
41    0.9971      0.9243         0.0268      0.3123      
42    0.9970      0.9257         0.0245      0.3198      
43    0.9985      0.9220         0.0203      0.3175      
44    0.9987      0.9213         0.0184      0.3210      
45    0.9966      0.9187         0.0237      0.3367      
46    0.9991      0.9280         0.0128      0.3074      
47    0.9999      0.9270         0.0103      0.3114      
48    0.9999      0.9280         0.0093      0.3178      
49    1.0000      0.9270         0.0090      0.3156      
50    1.0000      0.9287         0.0085      0.3209      
