Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.3863      0.2077         2.2011      2.6076      
2     0.6705      0.4757         1.2070      1.7469      
3     0.7765      0.7510         0.8723      0.9556      
4     0.8426      0.8310         0.6785      0.7013      
5     0.8825      0.8610         0.5563      0.6163      
6     0.9186      0.8733         0.4562      0.5710      
7     0.9386      0.8820         0.3827      0.5345      
8     0.9552      0.8927         0.3333      0.5142      
9     0.9655      0.8997         0.2936      0.4889      
10    0.9740      0.9033         0.2661      0.4730      
11    0.9844      0.9037         0.2372      0.4621      
12    0.9853      0.9093         0.2253      0.4552      
13    0.9909      0.9103         0.2071      0.4469      
14    0.9925      0.9110         0.1996      0.4568      
15    0.9913      0.9190         0.2015      0.4362      
16    0.9948      0.9183         0.1872      0.4359      
17    0.9962      0.9207         0.1794      0.4257      
18    0.9967      0.9223         0.1760      0.4311      
19    0.9949      0.9237         0.1774      0.4188      
20    0.9956      0.9203         0.1711      0.4361      
21    0.9985      0.9263         0.1605      0.4159      
22    0.9986      0.9227         0.1574      0.4176      
23    0.9989      0.9270         0.1532      0.4239      
24    0.9977      0.9233         0.1531      0.4201      
25    0.9967      0.9273         0.1541      0.4052      
26    0.9967      0.9243         0.1531      0.4095      
27    0.9981      0.9300         0.1447      0.4021      
28    0.9982      0.9267         0.1426      0.3974      
29    0.9977      0.9287         0.1412      0.3898      
30    0.9987      0.9313         0.1348      0.3901      
31    0.9986      0.9300         0.1328      0.3932      
32    0.9981      0.9197         0.1303      0.4496      
33    0.9988      0.9307         0.1277      0.3829      
34    0.9963      0.9243         0.1326      0.4357      
35    0.9951      0.9267         0.1321      0.4119      
36    0.9978      0.9280         0.1202      0.3944      
37    0.9987      0.9317         0.1157      0.3925      
38    0.9992      0.9380         0.1113      0.3668      
39    0.9995      0.9390         0.1088      0.3581      
40    0.9995      0.9360         0.1068      0.3671      
41    0.9997      0.9383         0.1054      0.3670      
42    0.9996      0.9397         0.1032      0.3542      
43    0.9997      0.9393         0.1018      0.3448      
44    0.9998      0.9383         0.0997      0.3623      
45    0.9997      0.9383         0.0981      0.3519      
46    0.9996      0.9410         0.0968      0.3526      
47    0.9996      0.9343         0.0945      0.3723      
48    0.9993      0.9387         0.0943      0.3434      
49    0.9996      0.9410         0.0924      0.3433      
50    0.9997      0.9383         0.0911      0.3501      
