Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.2591      0.4930         2.5604      1.5685      
2     0.5607      0.6757         1.3339      1.0211      
3     0.7117      0.8013         0.8842      0.6047      
4     0.7958      0.8457         0.6221      0.4766      
5     0.8428      0.8647         0.4926      0.4152      
6     0.8797      0.8820         0.3811      0.3825      
7     0.8973      0.8983         0.3201      0.3416      
8     0.9107      0.8900         0.2782      0.3625      
9     0.9281      0.9200         0.2335      0.2613      
10    0.9275      0.9243         0.2244      0.2496      
11    0.9467      0.9033         0.1690      0.3025      
12    0.9459      0.9323         0.1673      0.2443      
13    0.9534      0.9233         0.1465      0.2762      
14    0.9590      0.9243         0.1267      0.2813      
15    0.9603      0.9263         0.1201      0.2730      
16    0.9670      0.9323         0.1003      0.2597      
17    0.9857      0.9600         0.0471      0.1669      
18    0.9902      0.9587         0.0299      0.1948      
19    0.9900      0.9597         0.0318      0.2005      
20    0.9933      0.9600         0.0217      0.1907      
21    0.9937      0.9623         0.0185      0.1918      
22    0.9977      0.9677         0.0098      0.1680      
