Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.4916      0.2453         1.7883      2.2837      
2     0.7687      0.6053         0.8259      1.1820      
3     0.8661      0.8560         0.5038      0.5334      
4     0.9151      0.8853         0.3542      0.4620      
5     0.9423      0.9070         0.2798      0.4058      
6     0.9647      0.9250         0.2081      0.3411      
7     0.9755      0.9363         0.1747      0.3169      
8     0.9759      0.9413         0.1703      0.3012      
9     0.9770      0.9347         0.1616      0.3185      
10    0.9857      0.9340         0.1398      0.3422      
11    0.9862      0.9330         0.1367      0.3438      
12    0.9939      0.9523         0.1135      0.2712      
13    0.9963      0.9560         0.1046      0.2703      
14    0.9969      0.9513         0.1030      0.2790      
15    0.9977      0.9567         0.0994      0.2643      
16    0.9985      0.9590         0.0967      0.2457      
17    0.9982      0.9513         0.0970      0.2707      
18    0.9957      0.9603         0.1040      0.2445      
19    0.9985      0.9570         0.0949      0.2549      
20    0.9961      0.9523         0.0999      0.2774      
21    0.9953      0.9493         0.1007      0.2942      
22    0.9967      0.9610         0.0970      0.2483      
23    0.9985      0.9593         0.0916      0.2586      
24    0.9991      0.9637         0.0893      0.2393      
25    0.9992      0.9610         0.0885      0.2458      
26    0.9995      0.9630         0.0870      0.2376      
27    0.9993      0.9640         0.0869      0.2409      
28    0.9995      0.9633         0.0856      0.2469      
29    0.9995      0.9623         0.0848      0.2442      
30    0.9993      0.9613         0.0853      0.2398      
31    0.9990      0.9647         0.0858      0.2411      
32    0.9997      0.9647         0.0840      0.2402      
33    0.9996      0.9637         0.0839      0.2390      
34    0.9996      0.9653         0.0832      0.2343      
35    0.9997      0.9663         0.0834      0.2384      
36    0.9998      0.9667         0.0830      0.2328      
37    0.9997      0.9670         0.0827      0.2306      
38    0.9996      0.9663         0.0827      0.2303      
39    0.9999      0.9653         0.0821      0.2304      
40    0.9999      0.9660         0.0814      0.2285      
41    0.9997      0.9647         0.0816      0.2287      
42    0.9997      0.9653         0.0814      0.2274      
43    0.9997      0.9647         0.0810      0.2341      
44    0.9999      0.9647         0.0807      0.2271      
45    0.9996      0.9653         0.0805      0.2317      
46    0.9996      0.9657         0.0805      0.2316      
47    0.9998      0.9647         0.0797      0.2287      
48    0.9999      0.9660         0.0793      0.2253      
49    0.9996      0.9660         0.0798      0.2273      
50    0.9998      0.9660         0.0792      0.2276      
