Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.1919      0.3147         3.5242      2.1897      
2     0.3640      0.4433         1.9800      1.7722      
3     0.4795      0.5177         1.6111      1.5054      
4     0.5669      0.5683         1.3378      1.3262      
5     0.6273      0.6330         1.1551      1.1682      
6     0.6735      0.6590         1.0211      1.0567      
7     0.7084      0.6890         0.9157      0.9791      
8     0.7342      0.7033         0.8365      0.9135      
9     0.7587      0.7183         0.7572      0.8635      
10    0.7830      0.7480         0.6835      0.7927      
11    0.8012      0.7350         0.6333      0.8227      
12    0.8192      0.7750         0.5748      0.7087      
13    0.8327      0.7860         0.5313      0.6643      
14    0.8453      0.8060         0.4896      0.6023      
15    0.8556      0.8017         0.4532      0.6338      
16    0.8653      0.8193         0.4328      0.5640      
17    0.8764      0.8287         0.3898      0.5439      
18    0.8855      0.8140         0.3669      0.5856      
19    0.8929      0.8433         0.3445      0.5128      
20    0.8997      0.8353         0.3182      0.5145      
21    0.9083      0.8490         0.2980      0.4969      
22    0.9199      0.8563         0.2670      0.4672      
23    0.9225      0.8657         0.2565      0.4459      
24    0.9217      0.8680         0.2502      0.4480      
25    0.9340      0.8623         0.2241      0.4506      
26    0.9384      0.8617         0.2091      0.4619      
27    0.9426      0.8780         0.1977      0.4116      
28    0.9465      0.8787         0.1823      0.4033      
29    0.9521      0.8780         0.1672      0.4106      
30    0.9578      0.8863         0.1522      0.3904      
31    0.9551      0.8847         0.1554      0.3880      
32    0.9631      0.8930         0.1355      0.3723      
33    0.9642      0.8910         0.1275      0.3673      
34    0.9662      0.8923         0.1223      0.3935      
35    0.9698      0.8950         0.1140      0.3992      
36    0.9709      0.9030         0.1084      0.3522      
37    0.9747      0.8943         0.0953      0.3645      
38    0.9786      0.9083         0.0878      0.3595      
39    0.9793      0.9070         0.0828      0.3347      
40    0.9813      0.9010         0.0746      0.3677      
41    0.9833      0.8907         0.0715      0.3982      
42    0.9839      0.8980         0.0681      0.3709      
43    0.9852      0.9007         0.0618      0.3535      
44    0.9929      0.9067         0.0415      0.3363      
