Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.3760      0.6533         2.2034      1.1417      
2     0.7085      0.7427         0.9739      0.8497      
3     0.8194      0.8030         0.6392      0.7088      
4     0.8813      0.8713         0.4544      0.4687      
5     0.9184      0.8973         0.3404      0.4148      
6     0.9301      0.9150         0.2915      0.3811      
7     0.9423      0.9257         0.2523      0.3309      
8     0.9621      0.9240         0.1932      0.3287      
9     0.9607      0.9310         0.1951      0.3356      
10    0.9681      0.9347         0.1684      0.3219      
11    0.9763      0.9257         0.1436      0.3493      
12    0.9756      0.9453         0.1417      0.2891      
13    0.9819      0.9237         0.1264      0.3430      
14    0.9753      0.9107         0.1408      0.4272      
15    0.9813      0.8897         0.1202      0.5179      
16    0.9615      0.9407         0.1848      0.3033      
17    0.9946      0.9637         0.0788      0.2146      
18    0.9992      0.9653         0.0631      0.2095      
19    0.9999      0.9677         0.0584      0.2097      
20    1.0000      0.9673         0.0565      0.2092      
21    1.0000      0.9677         0.0545      0.2117      
22    1.0000      0.9663         0.0527      0.2103      
23    1.0000      0.9670         0.0509      0.2107      
24    1.0000      0.9677         0.0492      0.2070      
25    0.9998      0.9683         0.0478      0.2061      
26    1.0000      0.9697         0.0455      0.2054      
27    1.0000      0.9680         0.0436      0.2008      
28    1.0000      0.9697         0.0418      0.1964      
29    1.0000      0.9700         0.0400      0.1973      
30    1.0000      0.9687         0.0380      0.1951      
31    1.0000      0.9687         0.0362      0.1942      
32    1.0000      0.9703         0.0345      0.1895      
33    1.0000      0.9703         0.0327      0.1897      
34    1.0000      0.9690         0.0310      0.1942      
35    0.9987      0.9563         0.0331      0.2437      
36    0.9636      0.9473         0.1543      0.2452      
37    0.9980      0.9677         0.0398      0.1726      
38    0.9997      0.9660         0.0321      0.1805      
39    1.0000      0.9667         0.0300      0.1824      
40    1.0000      0.9677         0.0290      0.1820      
41    1.0000      0.9680         0.0280      0.1839      
42    1.0000      0.9680         0.0273      0.1823      
43    1.0000      0.9673         0.0269      0.1820      
44    1.0000      0.9670         0.0264      0.1822      
45    1.0000      0.9667         0.0259      0.1818      
