Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.6115      0.2480         1.3972      2.3640      
2     0.8623      0.7560         0.6010      0.9063      
3     0.9317      0.8987         0.3849      0.4756      
4     0.9645      0.9160         0.2768      0.4180      
5     0.9776      0.9240         0.2272      0.3976      
6     0.9817      0.9247         0.2066      0.4152      
7     0.9766      0.9237         0.2153      0.4086      
8     0.9853      0.9297         0.1897      0.3876      
9     0.9926      0.9420         0.1563      0.3369      
10    0.9915      0.9487         0.1519      0.2984      
11    0.9827      0.9303         0.1688      0.3669      
12    0.9874      0.9277         0.1505      0.3890      
13    0.9896      0.9550         0.1383      0.2635      
14    0.9923      0.9510         0.1236      0.2755      
15    0.9924      0.9497         0.1185      0.2888      
16    0.9879      0.9360         0.1243      0.3317      
17    0.9899      0.9310         0.1137      0.3511      
18    0.9949      0.9683         0.0942      0.2036      
19    0.9981      0.9707         0.0833      0.1774      
20    0.9993      0.9763         0.0767      0.1660      
21    0.9996      0.9760         0.0726      0.1636      
22    0.9998      0.9763         0.0692      0.1563      
23    0.9999      0.9757         0.0657      0.1545      
24    0.9993      0.9697         0.0638      0.1690      
25    0.9989      0.9700         0.0614      0.1729      
26    0.9997      0.9780         0.0563      0.1387      
27    0.9991      0.9757         0.0561      0.1555      
28    0.9997      0.9740         0.0506      0.1493      
29    0.9973      0.9360         0.0572      0.2883      
30    0.9980      0.9700         0.0502      0.1655      
31    0.9996      0.9757         0.0437      0.1488      
32    0.9993      0.9720         0.0436      0.1595      
33    0.9997      0.9743         0.0404      0.1480      
34    0.9999      0.9767         0.0386      0.1390      
