Epoch Accuracy    Val_Accuracy   Loss        Val_Loss    
1     0.6047      0.2467         1.4379      2.2320      
2     0.8625      0.7293         0.6026      1.0017      
3     0.9235      0.8777         0.4039      0.5376      
4     0.9657      0.9167         0.2808      0.3996      
5     0.9812      0.9447         0.2229      0.3472      
6     0.9865      0.9410         0.1948      0.3340      
7     0.9829      0.9217         0.1983      0.4091      
8     0.9799      0.9247         0.1981      0.4244      
9     0.9885      0.8967         0.1668      0.4993      
10    0.9843      0.9073         0.1733      0.4603      
11    0.9941      0.9667         0.1393      0.2509      
12    0.9987      0.9670         0.1236      0.2480      
13    0.9993      0.9693         0.1173      0.2283      
14    0.9990      0.9677         0.1137      0.2235      
15    0.9979      0.9587         0.1142      0.2583      
16    0.9993      0.9660         0.1049      0.2253      
17    0.9968      0.9630         0.1091      0.2264      
18    0.9995      0.9650         0.0968      0.2205      
19    0.9985      0.9620         0.0932      0.2258      
20    0.9995      0.9667         0.0879      0.2062      
21    0.9999      0.9710         0.0825      0.2065      
22    0.9997      0.9673         0.0781      0.2094      
23    0.9979      0.9457         0.0814      0.2838      
24    0.9971      0.9390         0.0768      0.3192      
25    0.9987      0.9700         0.0709      0.2011      
26    0.9995      0.9677         0.0659      0.1957      
27    0.9994      0.9673         0.0642      0.2011      
28    0.9981      0.9637         0.0668      0.2205      
29    0.9985      0.9640         0.0625      0.2054      
30    0.9985      0.9720         0.0611      0.1848      
31    0.9998      0.9707         0.0556      0.1745      
32    0.9998      0.9720         0.0534      0.1716      
33    0.9998      0.9710         0.0515      0.1665      
34    0.9999      0.9713         0.0491      0.1747      
35    0.9998      0.9687         0.0474      0.1765      
36    0.9993      0.9700         0.0464      0.1694      
37    0.9999      0.9717         0.0431      0.1587      
38    0.9999      0.9683         0.0409      0.1761      
39    0.9996      0.9707         0.0395      0.1805      
40    0.9983      0.9650         0.0442      0.1961      
41    0.9957      0.9637         0.0485      0.1865      
42    0.9987      0.9697         0.0386      0.1638      
43    0.9987      0.9700         0.0382      0.1726      
44    0.9987      0.9680         0.0371      0.1707      
45    0.9997      0.9717         0.0344      0.1575      
46    0.9999      0.9737         0.0333      0.1522      
47    0.9998      0.9740         0.0323      0.1490      
48    0.9999      0.9747         0.0317      0.1463      
49    0.9993      0.9727         0.0329      0.1516      
50    0.9997      0.9733         0.0305      0.1498      
